URL,Title,Date,Status,HTML File,Reader File,Markdown File,JSON File
https://www.nytimes.com/2024/09/05/opinion/entertainment-junk-psychology.html,Opinion | The Junkification of American Life,2024-09-06 12:36:44,Success,Yes,Yes,Yes,Yes
https://paulgraham.com/foundermode.html,Founder Mode,2024-09-06 12:32:38,Success,Yes,Yes,Yes,Yes
https://www.readfeedme.com/p/making-out-and-eating-pizza-with,Making out and eating pizza with J.Crew,2024-09-04 15:20:58,Failed,No,No,No,No
https://dougshapiro.substack.com/p/social-video-is-eating-the-world?_cio_id=f6c60617da42abd12a&r=zqmh&triedRedirect=true&utm_campaign=What%2BI%27m%2BHearing%2B-%2BSUBSCRIBERS%2B(8%2F19%2F24)&utm_content=What%2BI%27m%2BHearing%2B-%2BSUBSCRIBERS%2B(8%2F19%2F24)&utm_medium=email_action&utm_source=customer.io&utm_term=f6c60617da42abd12a,Social Video is Eating the World,2024-08-19 21:17:53,Success,Yes,Yes,Yes,Yes
https://www.bloomberg.com/news/features/2024-08-15/how-espn-s-trying-to-catch-up-to-fanduel-draftkings-in-sports-betting,How ESPN Bet Is Trying to Catch Up to FanDuel and DraftKings,2024-08-16 12:25:36,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/08/15/us/politics/biden-2024-election-dropped-out.html?unlocked_article_code=1.DE4.mzZ5.fBwto3WNtIMx,He Still Thought He Could Win: Inside Biden’s Decision to Drop Out,2024-08-15 06:42:06,Success,Yes,Yes,Yes,Yes
https://thegentleforce.me/p/why-most-leaders-suck,Why most leaders suck,2024-08-11 17:54:10,Success,Yes,Yes,Yes,Yes
https://scholarworks.gvsu.edu/cgi/viewcontent.cgi?article=1680&context=tfr,nan,2024-08-07 21:46:14,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/07/15/magazine/maine-fence.html,I Put Up a Fence in Maine. Why Did It Cause Such a Fuss?,2024-08-05 14:00:12,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/08/04/us/minnesota-farm-lino-lakes-mosque.html?smid=nytcore-ios-share&referringSource=articleShare&sgrp=c-cb,"A Battle Over a Farm, a Mosque and the Moral High Ground",2024-08-04 12:44:35,Success,Yes,Yes,Yes,Yes
https://www.washingtonpost.com/outlook/2020/08/06/health-insurance-canada-lie/,nan,2024-08-03 22:43:32,Success,Yes,Yes,Yes,Yes
https://nlp.seas.harvard.edu/annotated-transformer/,The Annotated Transformer,2024-07-29 14:49:45,Success,Yes,Yes,Yes,Yes
https://www.wheresyoured.at/to-serve-altman/,How Does OpenAI Survive?,2024-07-29 11:42:47,Failed,No,No,No,No
https://www.theverge.com/2024/7/24/24204706/marc-andreessen-ben-horowitz-a16z-trump-donations,The moral bankruptcy of Marc Andreessen and Ben Horowitz,2024-07-25 10:28:58,Failed,No,No,No,No
https://www.nytimes.com/2024/06/13/opinion/jd-vance-interview.html,Opinion | What J.D. Vance Believes,2024-07-15 15:29:18,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/07/13/magazine/robert-putnam-interview.html,Robert Putnam Knows Why You’re Lonely,2024-07-13 20:12:48,Success,Yes,Yes,Yes,Yes
https://theasc.com/articles/la-la-land-city-of-stars,La La Land: City of Stars,2024-07-03 13:50:02,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/interactive/2024/06/21/style/how-to-party-host-guest.html?smid=nytcore-ios-share&referringSource=articleShare&sgrp=c-cb,The Everything Guide to Partying (Without Regrets),2024-06-23 00:13:17,Failed,No,No,No,No
https://www.businessinsider.com/us-dell-workers-reject-return-to-office-hybrid-work-2024-6,Almost half of Dell's full-time US workforce has rejected the company's return-to-office push,2024-06-19 20:52:56,Failed,No,No,No,No
https://thebaffler.com/latest/spreadsheet-assassins-king,Spreadsheet Assassins | Matthew King,2024-06-11 12:28:42,Failed,No,No,No,No
https://www.linkedin.com/pulse/philanthropy-media-time-more-creativity-sam-gill-stiye,Philanthropy and media - time for more creativity,2024-06-09 19:14:02,Success,Yes,Yes,Yes,Yes
https://www.politico.com/news/2024/05/23/3-billion-secret-program-undermining-bidens-tech-policy-00158757,‘I don’t know how this happened’: A $3B secret program undermining Biden’s tech policy,2024-05-25 15:22:17,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/05/08/magazine/401k-retirement-crisis.html,Was the 401(k) a Mistake?,2024-05-08 10:23:58,Success,Yes,Yes,Yes,Yes
https://paulgraham.com/kids.html,Having Kids,2024-05-06 18:38:28,Success,Yes,Yes,Yes,Yes
https://www.astralcodexten.com/p/in-continued-defense-of-effective,In Continued Defense Of Effective Altruism,2024-04-18 23:33:24,Failed,No,No,No,No
https://www.cremieux.xyz/p/the-rise-and-impending-fall-of-the,The Rise and Impending Fall of the Dental Cavity,2024-04-18 23:25:34,Failed,No,No,No,No
https://www.economist.com/united-states/2024/04/04/the-rise-of-the-remote-husband,The rise of the remote husband,2024-04-09 14:33:48,Success,Yes,Yes,Yes,Yes
https://garymarcus.substack.com/p/no-rag-is-probably-not-going-to-rescue,"No, RAG is probably not going to rescue the current situation",2024-04-07 18:33:25,Success,Yes,Yes,Yes,Yes
https://www.thepsmiths.com/p/review-mindstorms-by-seymour-papert,"REVIEW: Mindstorms, by Seymour Papert",2024-04-01 08:18:34,Failed,No,No,No,No
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3513510/,"Enhancing Sibling Relationships to Prevent Adolescent Problem Behaviors: Theory, Design and Feasibility of Siblings Are Special",2024-03-31 23:35:10,Success,Yes,Yes,Yes,Yes
https://nymag.com/intelligencer/article/andrew-huberman-podcast-stanford-joe-rogan.html,Andrew Huberman’s Mechanisms of Control,2024-03-25 10:51:47,Failed,No,No,No,No
https://www.newyorker.com/culture/office-space/how-i-learned-to-concentrate,How I Learned to Concentrate,2024-03-24 16:54:20,Failed,No,No,No,No
https://www.theverge.com/24070565/pitchfork-gq-conde-nast-music-industry-change,Pitchfork lived and died by the internet,2024-03-19 15:47:40,Failed,No,No,No,No
https://www.bloomberg.com/news/features/2024-03-13/is-jsx-safe-competitors-want-faa-to-kill-travel-hack-for-security-risks,Airlines Want to Stop ‘Travel Hack’ JSX From Luring Rich Flyers Away,2024-03-13 12:22:45,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/03/10/opinion/biden-state-union-message.html,"Opinion | Fine, Call It a Comeback",2024-03-10 22:38:36,Failed,No,No,No,No
https://www.nytimes.com/2024/03/10/science/ai-learning-biology.html,A.I. Is Learning What It Means to Be Alive,2024-03-10 13:04:38,Success,Yes,Yes,Yes,Yes
https://www.bloomberg.com/news/articles/2024-01-31/ai-speeds-up-drug-development-but-effectiveness-is-untested,AI Can Speed Drug Discovery. But Is It Really Better Than a Human?,2024-03-09 23:25:15,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/03/07/technology/openai-executives-role-in-sam-altman-ouster.html,Key OpenAI Executive Played a Pivotal Role in Sam Altman’s Ouster,2024-03-07 19:50:53,Success,Yes,Yes,Yes,Yes
https://www.newyorker.com/science/annals-of-artificial-intelligence/the-terrifying-ai-scam-that-uses-your-loved-ones-voice,The Terrifying A.I. Scam That Uses Your Loved One’s Voice,2024-03-07 14:25:41,Failed,No,No,No,No
https://www.bloomberg.com/news/features/2024-03-06/apple-car-s-crash-design-details-tim-cook-s-indecision-failed-tesla-deal,How Apple Sank About $1 Billion a Year Into a Car It Never Built,2024-03-06 15:40:36,Failed,No,No,No,No
https://think.ryi.me/p/the-loops-that-ai-enables-and-why,"The loops that AI enables, and why your kids will be smarter than you",2024-03-05 18:04:21,Failed,No,No,No,No
https://web.archive.org/web/20240301170542/https://www.roadandtrack.com/car-culture/a46975496/behind-f1-velvet-curtain/,Behind F1's Velvet Curtain,2024-03-04 18:10:55,Failed,No,No,No,No
https://www.bloomberg.com/news/articles/2024-02-22/this-exchange-traded-fund-mimics-t-bill-returns-without-tax-bills,T-Bills Without Tax Bills? This Fund Says It Cracked the Code,2024-02-29 10:35:57,Failed,No,No,No,No
https://www.newyorker.com/magazine/2023/10/09/among-the-cabin-fanatics-of-mississippis-giant-houseparty,Among the Cabin Fanatics of Mississippi’s Giant Houseparty,2024-02-22 16:10:15,Failed,No,No,No,No
https://www.nytimes.com/2024/02/21/magazine/aesthetics-tiktok-teens.html,Teen Subcultures Are Fading. Pity the Poor Kids. - The New York Times,2024-02-21 09:31:59,Success,Yes,Yes,Yes,Yes
https://www.newyorker.com/magazine/2024/02/12/how-nikola-jokic-became-the-worlds-best-basketball-player,How Nikola Jokić Became the World’s Best Basketball Player,2024-02-18 21:25:07,Failed,No,No,No,No
https://www.theverge.com/24066270/ai-automation-work-labor-busywork,AI will eliminate busywork. Are we sure that’s a good thing?,2024-02-15 21:24:15,Success,Yes,Yes,Yes,Yes
https://www.newyorker.com/magazine/1993/04/05/ricky-jay-magician-secrets-profile,Ricky Jay’s Magical Secrets,2024-02-14 19:47:50,Failed,No,No,No,No
https://www.vox.com/culture/2024/2/1/24056883/tiktok-self-promotion-artist-career-how-to-build-following,Everybody has to self-promote now. Nobody wants to.,2024-02-02 08:26:09,Failed,No,No,No,No
https://www.thetimes.co.uk/static/return-items-fashion-retail-profits-online-shopping-alixpartners/,Retailers can solve their returns problem – and the answer lies in existing data,2024-01-29 19:36:19,Success,Yes,Yes,Yes,Yes
https://www.vox.com/even-better/24050901/nurse-practitioner-physician-assistant-doctor-health-care-quality,"A guide to health care providers, from doctors to nurse practitioners",2024-01-29 17:04:07,Failed,No,No,No,No
https://www.nytimes.com/2024/01/28/business/economy/kkr-private-equity-employee-ownership.html,"Private Equity Is Starting to Share With Workers, Without Taking a Financial Hit",2024-01-28 16:19:49,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2024/01/27/movies/jake-johnson-self-reliance.html,"Jake Johnson Likes to Play the Hollywood Game, Especially When It Changes",2024-01-27 23:43:38,Success,Yes,Yes,Yes,Yes
https://parentdata.org/strategy-divide-household-labor-equally,A Strategy for Dividing Household Labor More Equally |,2023-12-26 11:48:58,Failed,No,No,No,No
https://www.nytimes.com/2023/11/22/style/at-40-j-crew-shakes-off-a-midlife-crisis.html,"At 40, J. Crew Shakes Off a Midlife Crisis",2023-12-05 12:51:37,Success,Yes,Yes,Yes,Yes
https://harpers.org/archive/2023/11/forbidden-fruit-avocado-militias-michoacan-mexico/,"Forbidden Fruit, by Alexander Sammon",2023-12-01 10:35:53,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2023/11/15/magazine/david-zaslav-warner-media-discovery.html,How David Zaslav Blew Up Hollywood,2023-11-15 11:15:21,Success,Yes,Yes,Yes,Yes
https://www.vanityfair.com/hollywood/2023/05/lost-tv-show-culture,‘Lost’ Illusions: The Untold Story of the Hit Show’s Poisonous Culture,2023-11-04 06:49:16,Failed,No,No,No,No
https://www.nytimes.com/2023/10/11/opinion/driverless-cars-san-francisco.html,Opinion | Autonomous Vehicles Are Driving Blind,2023-10-18 08:57:16,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2023/10/17/magazine/us-public-investment.html,"Longer Commutes, Shorter Lives: The Costs of Not Investing in America",2023-10-17 15:11:42,Failed,No,No,No,No
https://www.nytimes.com/2023/10/05/magazine/jack-fisk-movie-sets.html,The Genius Behind Hollywood’s Most Indelible Sets,2023-10-07 11:13:01,Failed,No,No,No,No
https://theintercept.com/2023/09/23/tim-gurner-speech-unemployment/,The Secret History of How the Super-Rich Have Kept the Working Class Out of Work,2023-09-23 13:43:42,Failed,No,No,No,No
https://www.nytimes.com/2023/09/20/arts/hasan-minhaj-comedy.html,"Lying in Comedy Isn’t Always Wrong, but Hasan Minhaj Crossed a Line",2023-09-20 09:23:11,Success,Yes,Yes,Yes,Yes
https://www.newyorker.com/news/annals-of-communications/hasan-minhajs-emotional-truths,Hasan Minhaj’s “Emotional Truths”,2023-09-15 16:45:28,Failed,No,No,No,No
https://nymag.com/intelligencer/article/zeke-faux-number-go-up-book-excerpt.html,That’s What I Call Ponzinomics,2023-09-06 15:55:55,Failed,No,No,No,No
https://www.cnbc.com/2023/09/06/disney-succession-mess-iger-chapek.html,"Disney's wildest ride: Iger, Chapek and the making of an epic succession mess",2023-09-06 13:30:30,Success,Yes,Yes,Yes,Yes
https://hbr.org/2023/08/using-chatgpt-to-make-better-decisions,Using ChatGPT to Make Better Decisions,2023-09-05 08:56:06,Failed,No,No,No,No
https://www.nytimes.com/2023/09/05/magazine/college-worth-price.html,Americans Are Losing Faith in the Value of College. Whose Fault Is That?,2023-09-05 08:55:20,Success,Yes,Yes,Yes,Yes
https://techcrunch.com/2023/09/04/are-language-models-doomed-to-always-hallucinate/,Are AI models doomed to always hallucinate? | TechCrunch,2023-09-04 18:14:02,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2023/08/31/books/john-green-books-ban-indiana.html,"For John Green, the Battle Over Access to Books has Gotten Personal",2023-09-03 23:53:00,Success,Yes,Yes,Yes,Yes
https://www.newyorker.com/magazine/2023/08/28/elon-musks-shadow-rule,Elon Musk’s Shadow Rule | The New Yorker,2023-08-21 11:13:50,Failed,No,No,No,No
https://www.newyorker.com/news/the-political-scene/in-vivek-ramaswamy-the-republicans-have-something-new,"In Vivek Ramaswamy, the Republicans Have Something New | The New Yorker",2023-08-18 13:49:44,Failed,No,No,No,No
https://nymag.com/intelligencer/article/david-solomon-goldman-sachs-profile.html,Goldman Sachs vs. David Solomon,2023-08-11 13:21:37,Failed,No,No,No,No
https://www.theatlantic.com/magazine/archive/2021/09/twenty-years-gone-911-bobby-mcilvaine/619490/,What Bobby McIlvaine Left Behind,2023-08-10 10:42:36,Failed,No,No,No,No
https://www.curbed.com/article/dan-doctoroff-sidewalk-labs.html,What Dan Doctoroff Built,2023-08-05 16:21:59,Failed,No,No,No,No
https://harpers.org/archive/2023/08/love-in-the-time-of-sickle-cell-disease/,"Love in the Time of Sickle Cell Disease, by Krithika Varagur",2023-08-04 14:16:22,Success,Yes,Yes,Yes,Yes
https://www.vox.com/even-better/2023/7/31/23807375/remote-hybrid-wfh-work-parents-moms-parenting,How working from home can be a burden for parents - Vox,2023-07-31 11:52:13,Failed,No,No,No,No
https://www.theatlantic.com/ideas/archive/2023/07/moderate-drinking-heart-disesase-cancer/674692/,Is a Glass of Wine Harmless? Wrong Question.,2023-07-16 08:42:28,Failed,No,No,No,No
https://theathletic.com/4682392/2023/07/11/northwestern-pat-fitzgerald-firing-football-investigation/,Mandel: The bitter end of the Pat Fitzgerald era isn’t the close of Northwestern’s problems - The Athletic,2023-07-14 09:22:25,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2023/07/11/magazine/greta-gerwig-barbie.html,Greta Gerwig’s ‘Barbie’ Dream Job,2023-07-11 18:47:47,Success,Yes,Yes,Yes,Yes
https://news.yahoo.com/trillion-dollar-grift-inside-greatest-131540731.html,The Trillion-Dollar Grift: Inside the Greatest Scam of All Time,2023-07-10 09:17:39,Failed,No,No,No,No
https://nymag.com/intelligencer/article/robert-f-kennedy-jr-2024-presidential-campaign-democratic-primary.html,Robert F. Kennedy Jr.’s Inside Job,2023-07-06 22:21:21,Failed,No,No,No,No
https://www.nytimes.com/2023/07/04/opinion/race-academia-preferences.html,Opinion | On Race and Academia,2023-07-04 16:00:22,Success,Yes,Yes,Yes,Yes
https://www.propublica.org/article/penis-enlargement-enhancement-procedures-implants,Inside the Secretive World of Penile Enlargement,2023-07-02 08:00:35,Success,Yes,Yes,Yes,Yes
https://slate.com/news-and-politics/2023/05/rich-republicans-party-car-dealers-2024-desantis.html,"At a Boozy Party for Some of America’s Richest Republicans, Everyone Was Anxious—and No One Wanted to Hear a Certain Name",2023-05-30 23:44:29,Failed,No,No,No,No
https://slate.com/business/2023/05/public-housing-upzoning-yimby-affordability-crisis.html,It’s time to build more public housing in the U.S. to solve the affordability crisis.,2023-05-22 08:52:42,Failed,No,No,No,No
https://artifact.news/s/Qtr-XLQW92c=,nan,2023-05-21 22:23:26,Success,Yes,Yes,Yes,Yes
https://www.sahilbloom.com/newsletter/the-most-powerful-life-hacks,The Most Powerful Life Hacks | The Curiosity Chronicle,2023-05-21 15:32:48,Failed,No,No,No,No
https://hbr.org/2022/07/how-to-conduct-a-great-performance-review,How to Conduct a Great Performance Review,2023-05-15 14:45:21,Failed,No,No,No,No
https://hbr.org/2016/10/the-performance-management-revolution,The Future of Performance Reviews,2023-05-15 13:55:32,Failed,No,No,No,No
https://www.theverge.com/23711172/google-amp-accelerated-mobile-pages-search-publishers-lawsuit,Google AMP: how Google tried to fix the web by taking it over - The Verge,2023-05-08 10:51:17,Failed,No,No,No,No
https://www.wsj.com/articles/why-is-inflation-so-sticky-it-could-be-corporate-profits-b78d90b7,Why Is Inflation So Sticky? It Could Be Corporate Profits - WSJ,2023-05-08 09:31:03,Success,Yes,Yes,Yes,Yes
https://www.science.org/content/article/farewell-x-ray-generating-particle-accelerator-was-my-father-s-baby,A farewell to the particle accelerator that was my father’s baby,2023-05-06 22:17:53,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2023/05/04/well/eat/ultraprocessed-food-mental-health.html,How Eating Ultraprocessed Foods Can Affect Your Mental Health - The New York Times,2023-05-04 12:50:24,Success,Yes,Yes,Yes,Yes
https://www.latimes.com/business/story/2023-04-26/snack-chatbot-ai-dating-app,I tried Snack's dating app and let an AI chatbot flirt for me - Los Angeles Times,2023-04-27 09:51:01,Failed,No,No,No,No
https://www.latimes.com/california/story/2023-04-12/malibu-beach-house-death-lsd-fraud-sawusch-flores-moore,"Malibu beach house death exposes suspected swindle, LSD use - Los Angeles Times",2023-04-12 08:32:16,Failed,No,No,No,No
https://www.newyorker.com/books/page-turner/the-wager-david-grann-book-excerpt,"A Tale of Shipwreck, Mutiny, and Murder",2023-04-09 14:01:54,Failed,No,No,No,No
https://www.theringer.com/nba/2023/3/21/23639331/jaylen-brown-nba-boston-celtics,Jaylen Brown Is Trying to Find a Balance,2023-03-21 23:15:01,Success,Yes,Yes,Yes,Yes
https://www.thecut.com/article/weight-loss-ozempic.html,Ozempic Is Changing the Definition of Being Thin,2023-03-06 09:55:53,Failed,No,No,No,No
https://www.newyorker.com/tech/annals-of-technology/chatgpt-is-a-blurry-jpeg-of-the-web,ChatGPT Is a Blurry JPEG of the Web,2023-03-02 21:21:01,Failed,No,No,No,No
https://www.rollingstone.com/tv-movies/tv-movie-features/the-idol-hbo-next-euphoria-torture-porn-the-weeknd-sam-levinson-lily-rose-depp-blackpink-jennie-1234688754/,‘The Idol’: How HBO’s Next ‘Euphoria’ Became Twisted ‘Torture Porn’ – Rolling Stone,2023-03-02 13:50:08,Failed,No,No,No,No
https://noahpinion.substack.com/p/the-build-nothing-country,The Build-Nothing Country - by Noah Smith - Noahpinion,2023-02-28 10:30:07,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2023/02/22/us/politics/democrats-factory-towns-2024.html,Democratic Report Explores Blue-Collar Struggles: ‘Our Brand Is Pretty Damaged’,2023-02-26 08:19:58,Success,Yes,Yes,Yes,Yes
https://annehelen.substack.com/p/layoff-brain,Layoff Brain - by Anne Helen Petersen - Culture Study,2023-01-25 11:32:11,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2023/01/23/science/what-do-we-owe-lab-animals.html,What Do We Owe Lab Animals? - The New York Times,2023-01-23 12:35:45,Success,Yes,Yes,Yes,Yes
https://www.latimes.com/entertainment-arts/music/story/2023-01-23/ticketmaster-live-nation-taylor-swift-pearl-jam,Hating Ticketmaster long predates the Taylor Swift fiasco - Los Angeles Times,2023-01-23 12:18:30,Failed,No,No,No,No
https://www.newyorker.com/magazine/2023/01/16/how-much-more-netflix-can-the-world-absorb-bela-bajaria,How Much More Netflix Can the World Absorb? | The New Yorker,2023-01-13 14:22:10,Failed,No,No,No,No
https://www.espn.com/nfl/insider/insider/story/_/id/35163936/andrew-luck-reveals-why-walked-away-nfl,Andrew Luck finally reveals why he walked away from the NFL,2022-12-12 13:59:10,Failed,No,No,No,No
https://lareviewofbooks.org/article/police-and-thieves-on-tony-gilroys-andor/,Los Angeles Review of Books,2022-12-08 21:54:10,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2022/12/06/business/economy/maritime-jobs-labor.html,"If There Is a ‘Male Malaise’ With Work, Could One Answer Be at Sea? - The New York Times",2022-12-06 13:26:26,Success,Yes,Yes,Yes,Yes
https://www.nytimes.com/2022/11/28/magazine/cardboard-international-paper.html,Cardboard Has Taken Over Our Lives. Where Does It Come From?,2022-12-04 10:10:32,Success,Yes,Yes,Yes,Yes
https://www.bloomberg.com/features/2022-the-crypto-story/,"The Only Crypto Story You Need, by Matt Levine",2022-10-27 23:29:01,Success,Yes,Yes,Yes,Yes
https://c01.purpledshub.com/bbcsciencefocus/2022/10/11/the-lonely-hearts-club-man/,The Lonely Hearts Club man – BBC Science Focus,2022-10-22 22:15:40,Success,Yes,Yes,Yes,Yes
https://www.theatlantic.com/culture/archive/2022/10/documentary-now-tv-show-ifc-cate-blanchett/671742/,'Documentary Now!' Is TV's Last Truly Unbothered Show - The Atlantic,2022-10-19 09:58:08,Failed,No,No,No,No
https://www.nytimes.com/2022/10/07/technology/metaverse-facebook-horizon-worlds.html,24 Hours in the Metaverse Version of Facebook Was Surprisingly Fun - The New York Times,2022-10-11 15:17:03,Success,Yes,Yes,Yes,Yes
